run,temp,term,estimate,std.error,statistic,p.value,growth_per_day,error
859,0,a,4.4268270974205984e-4,1.7056640510717185e-4,2.595368703842409,0.12189939936177685,0.010624385033809436,0.004093593722572125
860,0,a,5.957795554234299e-4,4.5081121404907846e-5,13.215721722454072,0.005676854888500083,0.014298709330162317,0.0010819469137177884
861,0,a,4.656406272328753e-4,1.727640768201159e-4,2.695239865853051,0.11449565538147373,0.011175375053589008,0.0041463378436827816
862,0,a,5.957759396184298e-4,5.796976942280096e-5,10.277355689879565,0.009335177134572437,0.014298622550842317,0.0013912744661472229
863,0,a,6.328257821081073e-4,2.9174082626277316e-5,21.6913686786544,0.0021185769872421986,0.015187818770594575,7.001779830306555e-4
864,0,a,4.6563677987243325e-4,1.4875495200271705e-4,3.1302270855758016,0.08869085199572677,0.011175282716938397,0.003570118848065209
865,0,a,7.544714254981105e-4,8.809569087023194e-5,8.564226218618042,0.01336137299146254,0.018107314211954655,0.0021142965808855665
866,0,a,4.4268765213292886e-4,1.608341173562431e-4,2.75244866829087,0.11053726679858888,0.010624503651190293,0.0038600188165498345
867,0,a,5.957795554234299e-4,4.5081121404907846e-5,13.215721722454072,0.005676854888500083,0.014298709330162317,0.0010819469137177884
868,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
869,0,a,4.6563493577979435e-4,1.3899492749177019e-4,3.3500138759190645,0.07872711047559287,0.011175238458715065,0.0033358782598024847
870,0,a,6.018228384741001e-4,9.509921193909149e-5,6.328368302983957,0.024071934211075872,0.0144437481233784,0.002282381086538196
871,0,a,4.6563258567788185e-4,1.4786116376124783e-4,3.149120254658222,0.08776541367865322,0.011175182056269165,0.003548667930269948
872,0,a,6.328257821081073e-4,2.9174082626277316e-5,21.6913686786544,0.0021185769872421986,0.015187818770594575,7.001779830306555e-4
873,0,a,5.957772026794186e-4,4.3830751103609416e-5,13.592676093345728,0.005368853739759726,0.014298652864306047,0.001051938026486626
874,0,a,7.544743210853331e-4,7.464805210299472e-5,10.10708651907429,0.009647781283528412,0.018107383706047996,0.0017915532504718733
875,0,a,4.4269089815505215e-4,1.6131209221214828e-4,2.7443131639062175,0.11108828401519946,0.010624581555721251,0.0038714902130915587
876,0,a,6.328240355943279e-4,9.346881824052374e-6,67.70429406370356,2.1808484353781166e-4,0.015187776854263868,2.24325163777257e-4
877,0,a,7.544714254981105e-4,8.809569087023194e-5,8.564226218618042,0.01336137299146254,0.018107314211954655,0.0021142965808855665
878,0,a,5.957777268871582e-4,3.77285693655629e-5,15.7911560630486,0.0039862933496600285,0.014298665445291799,9.054856647735096e-4
879,0,a,7.544714254981105e-4,8.809569087023194e-5,8.564226218618042,0.01336137299146254,0.018107314211954655,0.0021142965808855665
880,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
881,0,a,6.328257821081073e-4,2.9174082626277316e-5,21.6913686786544,0.0021185769872421986,0.015187818770594575,7.001779830306555e-4
882,0,a,6.018228384741001e-4,9.509921193909149e-5,6.328368302983957,0.024071934211075872,0.0144437481233784,0.002282381086538196
883,0,a,5.957777268871582e-4,3.77285693655629e-5,15.7911560630486,0.0039862933496600285,0.014298665445291799,9.054856647735096e-4
884,0,a,4.4268829442377025e-4,1.5774823103268884e-4,2.8062964099548964,0.10698572369723508,0.010624519066170486,0.003785957544784532
885,0,a,4.6563486130926895e-4,1.3796711559617916e-4,3.3749698926239216,0.0776987981968305,0.011175236671422454,0.0033112107743083
886,0,a,4.6563424563814023e-4,1.413272807278137e-4,3.2947230233271005,0.08107620974104447,0.011175221895315366,0.0033918547374675286
887,0,a,4.6563677987243325e-4,1.4875495200271705e-4,3.1302270855758016,0.08869085199572677,0.011175282716938397,0.003570118848065209
888,0,a,6.328224372727752e-4,4.5609371603398684e-5,13.874833505174164,0.005154381114219765,0.015187738494546604,0.0010946249184815684
889,0,a,4.426943472662323e-4,1.9034037094621049e-4,2.3258037433968024,0.1455579221153569,0.010624664334389576,0.004568168902709052
890,0,a,6.328224372727752e-4,4.5609371603398684e-5,13.874833505174164,0.005154381114219765,0.015187738494546604,0.0010946249184815684
891,0,a,7.544740112025392e-4,7.800120558412823e-5,9.672594231749418,0.010520066288906093,0.018107376268860942,0.0018720289340190773
892,0,a,4.656373407818047e-4,1.4184500155684228e-4,3.282719416765683,0.0815994857956572,0.011175296178763313,0.003404280037364215
893,0,a,7.544714254981105e-4,8.809569087023194e-5,8.564226218618042,0.01336137299146254,0.018107314211954655,0.0021142965808855665
894,0,a,4.4269089815505215e-4,1.6131209221214828e-4,2.7443131639062175,0.11108828401519946,0.010624581555721251,0.0038714902130915587
895,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
896,0,a,5.957772026794186e-4,4.3830751103609416e-5,13.592676093345728,0.005368853739759726,0.014298652864306047,0.001051938026486626
897,0,a,6.328253894923563e-4,4.760448639726339e-5,13.293398109820489,0.005611262091181797,0.01518780934781655,0.0011425076735343213
898,0,a,6.018167981584925e-4,5.519700883753635e-5,10.90306904002434,0.008307384595683734,0.014443603155803819,0.0013247282121008723
899,0,a,7.544743631093691e-4,7.567952726236972e-5,9.969332399417853,0.00991226671753895,0.018107384714624856,0.0018163086542968732
900,0,a,7.544743210853331e-4,7.464805210299472e-5,10.10708651907429,0.009647781283528412,0.018107383706047996,0.0017915532504718733
901,0,a,4.4268765213292886e-4,1.608341173562431e-4,2.75244866829087,0.11053726679858888,0.010624503651190293,0.0038600188165498345
902,0,a,4.6563424563814023e-4,1.413272807278137e-4,3.2947230233271005,0.08107620974104447,0.011175221895315366,0.0033918547374675286
903,0,a,6.328202873821779e-4,5.396592099520841e-5,11.72629458947556,0.007194028276290024,0.01518768689717227,0.001295182103885002
904,0,a,6.328236063904203e-4,2.7355881802902664e-5,23.132999731095232,0.0018634632630948034,0.015187766553370088,6.565411632696639e-4
905,0,a,6.328253894923563e-4,4.760448639726339e-5,13.293398109820489,0.005611262091181797,0.01518780934781655,0.0011425076735343213
906,0,a,4.4268270974205984e-4,1.7056640510717185e-4,2.595368703842409,0.12189939936177685,0.010624385033809436,0.004093593722572125
907,0,a,6.018180445515208e-4,4.031860168847944e-5,14.926560429884233,0.004458293107494644,0.0144436330692365,9.676464405235065e-4
908,0,a,7.544730870556407e-4,8.435667034174781e-5,8.943846218670092,0.012271550009373957,0.018107354089335375,0.0020245600882019474
909,0,a,5.95779129989938e-4,5.9680167727272234e-5,9.982866212986243,0.009885805687627052,0.014298699119758514,0.0014323240254545337
910,0,a,6.018203672264841e-4,4.165635673541071e-5,14.447263620509958,0.004756870767905771,0.014443688813435619,9.99752561649857e-4
911,0,a,4.4268270974205984e-4,1.7056640510717185e-4,2.595368703842409,0.12189939936177685,0.010624385033809436,0.004093593722572125
912,0,a,7.544740112025392e-4,7.800120558412823e-5,9.672594231749418,0.010520066288906093,0.018107376268860942,0.0018720289340190773
913,0,a,5.95773616694669e-4,6.526633548979971e-5,9.128344838477728,0.011789155936407215,0.014298566800672057,0.0015663920517551932
914,0,a,6.018185619062453e-4,3.367797338347513e-5,17.869797420813374,0.003116926387143196,0.014443645485749888,8.082713612034031e-4
915,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
916,0,a,4.6563424563814023e-4,1.413272807278137e-4,3.2947230233271005,0.08107620974104447,0.011175221895315366,0.0033918547374675286
917,0,a,6.328240355943279e-4,9.346881824052374e-6,67.70429406370356,2.1808484353781166e-4,0.015187776854263868,2.24325163777257e-4
918,0,a,5.957795554234299e-4,4.5081121404907846e-5,13.215721722454072,0.005676854888500083,0.014298709330162317,0.0010819469137177884
919,0,a,4.6563424563814023e-4,1.413272807278137e-4,3.2947230233271005,0.08107620974104447,0.011175221895315366,0.0033918547374675286
920,0,a,4.656373407818047e-4,1.4184500155684228e-4,3.282719416765683,0.0815994857956572,0.011175296178763313,0.003404280037364215
921,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
922,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
923,0,a,4.4269030929089366e-4,1.67726340008839e-4,2.6393606947338406,0.11855761238876468,0.010624567422981448,0.004025432160212136
924,0,a,6.018167981584925e-4,5.519700883753635e-5,10.90306904002434,0.008307384595683734,0.014443603155803819,0.0013247282121008723
925,0,a,7.544774827384285e-4,1.070960762504173e-4,7.044865779902826,0.01955982736456223,0.018107459585722283,0.002570305830010015
926,0,a,4.4268765213292886e-4,1.608341173562431e-4,2.75244866829087,0.11053726679858888,0.010624503651190293,0.0038600188165498345
927,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
928,0,a,7.544714254981105e-4,8.809569087023194e-5,8.564226218618042,0.01336137299146254,0.018107314211954655,0.0021142965808855665
929,0,a,5.957759396184298e-4,5.796976942280096e-5,10.277355689879565,0.009335177134572437,0.014298622550842317,0.0013912744661472229
930,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
931,0,a,4.656373407818047e-4,1.4184500155684228e-4,3.282719416765683,0.0815994857956572,0.011175296178763313,0.003404280037364215
932,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
933,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
934,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
935,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
936,0,a,4.6563493577979435e-4,1.3899492749177019e-4,3.3500138759190645,0.07872711047559287,0.011175238458715065,0.0033358782598024847
937,0,a,6.018145029258738e-4,6.27257978739188e-5,9.594369833852786,0.010689557055028569,0.014443548070220972,0.001505419148974051
938,0,a,4.656406272328753e-4,1.727640768201159e-4,2.695239865853051,0.11449565538147373,0.011175375053589008,0.0041463378436827816
939,0,a,6.018185619062453e-4,3.367797338347513e-5,17.869797420813374,0.003116926387143196,0.014443645485749888,8.082713612034031e-4
940,0,a,6.018145029258738e-4,6.27257978739188e-5,9.594369833852786,0.010689557055028569,0.014443548070220972,0.001505419148974051
941,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
942,0,a,7.544743210853331e-4,7.464805210299472e-5,10.10708651907429,0.009647781283528412,0.018107383706047996,0.0017915532504718733
943,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
944,0,a,6.328224372727752e-4,4.5609371603398684e-5,13.874833505174164,0.005154381114219765,0.015187738494546604,0.0010946249184815684
945,0,a,6.018185619062453e-4,3.367797338347513e-5,17.869797420813374,0.003116926387143196,0.014443645485749888,8.082713612034031e-4
946,0,a,4.4269030929089366e-4,1.67726340008839e-4,2.6393606947338406,0.11855761238876468,0.010624567422981448,0.004025432160212136
947,0,a,4.4268829442377025e-4,1.5774823103268884e-4,2.8062964099548964,0.10698572369723508,0.010624519066170486,0.003785957544784532
948,0,a,7.544756930075111e-4,7.850865717525207e-5,9.61009549970167,0.010655158248316757,0.018107416632180268,0.0018842077722060497
949,0,a,4.4268270974205984e-4,1.7056640510717185e-4,2.595368703842409,0.12189939936177685,0.010624385033809436,0.004093593722572125
950,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
951,0,a,4.4269089815505215e-4,1.6131209221214828e-4,2.7443131639062175,0.11108828401519946,0.010624581555721251,0.0038714902130915587
952,0,a,6.018180445515208e-4,4.031860168847944e-5,14.926560429884233,0.004458293107494644,0.0144436330692365,9.676464405235065e-4
953,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
954,0,a,5.957772026794186e-4,4.3830751103609416e-5,13.592676093345728,0.005368853739759726,0.014298652864306047,0.001051938026486626
955,0,a,4.4268829442377025e-4,1.5774823103268884e-4,2.8062964099548964,0.10698572369723508,0.010624519066170486,0.003785957544784532
956,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
957,0,a,6.018180445515208e-4,4.031860168847944e-5,14.926560429884233,0.004458293107494644,0.0144436330692365,9.676464405235065e-4
958,0,a,7.544743210853331e-4,7.464805210299472e-5,10.10708651907429,0.009647781283528412,0.018107383706047996,0.0017915532504718733
959,0,a,6.328224372727752e-4,4.5609371603398684e-5,13.874833505174164,0.005154381114219765,0.015187738494546604,0.0010946249184815684
960,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
961,0,a,6.018185029131407e-4,3.0335882082858812e-5,19.83850350121173,0.00253122527370148,0.014443644069915376,7.280611699886115e-4
962,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
963,0,a,6.328257821081073e-4,2.9174082626277316e-5,21.6913686786544,0.0021185769872421986,0.015187818770594575,7.001779830306555e-4
964,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
965,0,a,4.6563486130926895e-4,1.3796711559617916e-4,3.3749698926239216,0.0776987981968305,0.011175236671422454,0.0033112107743083
966,0,a,5.95773616694669e-4,6.526633548979971e-5,9.128344838477728,0.011789155936407215,0.014298566800672057,0.0015663920517551932
967,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
968,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
969,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
970,0,a,4.6563493577979435e-4,1.3899492749177019e-4,3.3500138759190645,0.07872711047559287,0.011175238458715065,0.0033358782598024847
971,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
972,0,a,4.656406272328753e-4,1.727640768201159e-4,2.695239865853051,0.11449565538147373,0.011175375053589008,0.0041463378436827816
973,0,a,6.328224372727752e-4,4.5609371603398684e-5,13.874833505174164,0.005154381114219765,0.015187738494546604,0.0010946249184815684
974,0,a,4.6562953502974133e-4,1.5180667775843793e-4,3.0672533112849845,0.09187826208296891,0.011175108840713792,0.0036433602662025106
975,0,a,4.656373407818047e-4,1.4184500155684228e-4,3.282719416765683,0.0815994857956572,0.011175296178763313,0.003404280037364215
976,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
977,0,a,6.328253894923563e-4,4.760448639726339e-5,13.293398109820489,0.005611262091181797,0.01518780934781655,0.0011425076735343213
978,0,a,6.328236063904203e-4,2.7355881802902664e-5,23.132999731095232,0.0018634632630948034,0.015187766553370088,6.565411632696639e-4
979,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
980,0,a,6.328280980831495e-4,8.775419535679668e-5,7.211371439395644,0.018691881922275354,0.015187874353995587,0.0021061006885631202
981,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
982,0,a,6.328280980831495e-4,8.775419535679668e-5,7.211371439395644,0.018691881922275354,0.015187874353995587,0.0021061006885631202
983,0,a,4.4268765213292886e-4,1.608341173562431e-4,2.75244866829087,0.11053726679858888,0.010624503651190293,0.0038600188165498345
984,0,a,4.4268591037024496e-4,1.668942769699863e-4,2.652493053730393,0.11758498892716018,0.01062446184888588,0.004005462647279671
985,0,a,5.957776663384136e-4,3.473907687393964e-5,17.150071906065836,0.003382673925350589,0.014298663992121926,8.337378449745515e-4
986,0,a,6.328253894923563e-4,4.760448639726339e-5,13.293398109820489,0.005611262091181797,0.01518780934781655,0.0011425076735343213
987,0,a,6.328240909325801e-4,1.6965205577806017e-5,37.30129222603965,7.179337293118299e-4,0.015187778182381921,4.071649338673444e-4
988,0,a,4.6562953502974133e-4,1.5180667775843793e-4,3.0672533112849845,0.09187826208296891,0.011175108840713792,0.0036433602662025106
989,0,a,4.4269089815505215e-4,1.6131209221214828e-4,2.7443131639062175,0.11108828401519946,0.010624581555721251,0.0038714902130915587
990,0,a,7.544753893689853e-4,8.520517598058538e-5,8.854807007744435,0.012514946176808468,0.01810740934485565,0.002044924223534049
991,0,a,6.018145029258738e-4,6.27257978739188e-5,9.594369833852786,0.010689557055028569,0.014443548070220972,0.001505419148974051
992,0,a,7.544730870556407e-4,8.435667034174781e-5,8.943846218670092,0.012271550009373957,0.018107354089335375,0.0020245600882019474
993,0,a,7.544774827384285e-4,1.070960762504173e-4,7.044865779902826,0.01955982736456223,0.018107459585722283,0.002570305830010015
994,0,a,5.957820586177682e-4,9.71346699842472e-5,6.1335675378769405,0.025566178074791217,0.014298769406826436,0.0023312320796219327
995,0,a,4.426883794735024e-4,1.5869230610000373e-4,2.789602031459117,0.10806933284947569,0.010624521107364058,0.0038086153464000896
996,0,a,7.544774827384285e-4,1.070960762504173e-4,7.044865779902826,0.01955982736456223,0.018107459585722283,0.002570305830010015
997,0,a,5.957772026794186e-4,4.3830751103609416e-5,13.592676093345728,0.005368853739759726,0.014298652864306047,0.001051938026486626
998,0,a,6.018145029258738e-4,6.27257978739188e-5,9.594369833852786,0.010689557055028569,0.014443548070220972,0.001505419148974051
999,0,a,6.018199482153513e-4,5.6968117796812575e-5,10.564153626452157,0.00884180165198353,0.01444367875716843,0.0013672348271235018
1000,0,a,4.6563486130926895e-4,1.3796711559617916e-4,3.3749698926239216,0.0776987981968305,0.011175236671422454,0.0033112107743083
